battery_id,manufacturer,chemistry,capacity_kWh,charge_cycles,avg_temp_celsius,discharge_rate_c,charge_rate_c,avg_soc_percent,storage_time_months,fast_charge_ratio,calendar_age_years,capacity_retained_percent
BAT012592,CATL,NMC,45.76,941,3.96,1.282,1.107,32.55,2.2,0.167,1.11,87.19
BAT012593,LG Chem,NMC,82.65,1076,24.51,1.327,1.611,45.77,0.3,0.129,0.25,88.4
BAT012594,LG Chem,LFP,47.42,925,21.44,1.03,1.377,46.19,2.6,0.418,2.66,83.4
BAT012595,,LFP,68.79,266,23.93,1.438,0.5,46.64,0.1,0.133,1.53,93.45
BAT012596,Tesla,NMC,93.64,742,,,,62.14,2.6,0.299,2.94,85.73
BAT012597,CATL,NMC,50.49,426,25.69,1.404,1.084,39.53,2.0,0.286,3.05,89.44
BAT012598,LG Chem,LFP,72.77,1479,15.14,0.741,0.958,45.81,2.3,0.434,0.34,83.05
BAT012599,CATL,NCA,84.42,573,14.65,0.68,0.573,71.36,1.8,0.401,2.01,88.22
BAT012600,CATL,NMC,81.96,1036,23.19,0.67,1.43,36.78,0.4,0.246,0.95,84.36
BAT012601,Panasonic,NMC,76.05,594,30.07,1.232,0.732,11.4,11.4,0.688,6.7,73.88
BAT012602,LG Chem,NMC,82.44,373,17.57,0.5,1.196,41.53,2.8,0.189,,
BAT012603,LG Chem,,65.84,576,38.27,1.169,0.902,52.35,3.5,0.078,1.62,84.31
BAT012604,LG Chem,LFP,103.99,,12.48,1.506,1.27,46.15,,,0.64,96.05
BAT012605,BYD,NCA,50.84,416,-9.77,1.441,1.571,77.5,1.3,0.192,1.96,89.74
BAT012606,LG Chem,NMC,92.43,798,19.53,,1.679,90.0,10.6,0.268,5.37,83.87
BAT012607,CATL,LFP,77.84,751,10.37,0.504,0.765,44.56,7.8,0.308,0.37,91.19
BAT012608,Samsung SDI,LFP,84.26,801,21.17,0.838,0.895,59.2,3.3,0.227,3.53,83.46
BAT012609,BYD,NMC,86.92,1576,16.16,,0.617,45.9,3.2,0.117,1.58,80.29
BAT012610,Samsung SDI,LFP,83.33,923,23.06,1.334,1.356,50.66,1.5,0.153,1.91,87.0
BAT012611,Panasonic,LFP,62.83,,27.89,1.02,0.5,,5.3,0.091,1.01,93.07
BAT012612,Tesla,LFP,70.71,529,28.2,,0.923,64.11,7.1,0.467,0.35,90.92
BAT012613,Panasonic,NMC,53.23,632,11.16,1.189,0.5,25.28,1.3,0.201,2.05,91.91
BAT012614,Panasonic,LFP,70.52,491,29.03,0.5,0.719,36.81,5.0,0.258,0.79,90.13
BAT012615,Samsung SDI,NMC,79.84,599,-2.59,1.325,1.78,73.35,5.2,0.467,0.85,92.57
BAT012616,CATL,NMC,84.11,1007,22.03,0.609,1.465,51.97,3.7,0.092,3.2,84.36
BAT012617,Tesla,NMC,80.87,366,16.12,1.446,1.58,64.42,3.8,0.525,1.82,90.59
BAT012618,Tesla,NMC,48.67,50,22.14,0.5,0.606,58.4,2.3,0.465,2.87,91.14
BAT012619,Tesla,NMC,,1409,36.28,1.078,0.5,55.34,2.6,0.551,0.58,77.82
BAT012620,CATL,NMC,65.07,375,29.18,0.5,1.093,57.7,1.6,0.165,1.57,88.58
BAT012621,BYD,,55.35,1384,31.81,0.5,0.853,41.88,1.1,0.41,3.75,77.01
BAT012622,BYD,LFP,62.46,552,,0.897,0.66,65.2,4.8,0.09,8.2,85.31
BAT012623,Samsung SDI,NMC,75.02,629,21.27,2.183,0.961,54.03,,0.367,0.18,89.7
BAT012624,Panasonic,NMC,96.21,1404,15.92,1.276,1.353,58.84,3.1,0.158,1.24,82.34
BAT012625,Panasonic,,60.7,730,20.34,0.5,1.353,55.61,6.4,0.025,3.95,85.55
BAT012626,Panasonic,NMC,,643,34.51,1.581,1.374,82.23,3.2,,1.49,88.84
BAT012627,Panasonic,NMC,66.01,709,21.86,1.681,1.365,52.77,2.6,0.047,0.8,90.97
BAT012628,Samsung SDI,,80.06,711,20.18,1.077,1.271,47.01,6.8,0.601,3.03,87.59
BAT012629,CATL,NMC,93.36,683,26.67,2.084,1.027,37.78,1.3,0.059,1.35,93.96
BAT012630,BYD,NMC,73.7,451,20.98,0.805,1.418,42.91,2.5,0.658,,83.35
BAT012631,LG Chem,NMC,53.31,510,25.65,0.5,0.955,81.16,5.2,,2.33,88.07
BAT012632,Tesla,NMC,56.5,319,,0.513,0.938,53.31,6.7,0.649,1.13,90.46
BAT012633,Tesla,NCA,77.82,635,26.34,0.648,0.928,21.04,4.0,0.355,1.08,88.58
BAT012634,CATL,NMC,89.93,485,22.34,,0.831,58.87,7.6,0.083,3.5,90.21
BAT012635,BYD,NMC,102.24,941,17.17,1.693,1.377,,5.5,0.16,0.23,86.95
BAT012636,Panasonic,LFP,57.26,634,32.38,0.837,1.558,60.05,0.2,0.656,0.98,87.39
BAT012637,BYD,NMC,77.1,175,49.65,,0.826,56.76,1.9,0.417,3.95,80.56
BAT012638,BYD,NMC,59.55,759,28.48,1.953,1.577,41.49,1.6,0.015,0.98,90.92
BAT012639,LG Chem,LFP,61.52,644,14.49,0.852,1.117,43.69,7.4,0.27,1.74,90.66
BAT012640,BYD,NCA,60.25,540,23.4,0.75,1.475,47.09,1.1,0.046,0.32,
BAT012641,LG Chem,NMC,69.99,471,26.71,0.86,0.784,50.79,3.1,0.28,0.56,90.38
BAT012642,CATL,NMC,61.77,579,13.2,0.5,0.925,69.85,1.7,0.64,0.66,89.21
BAT012643,BYD,LFP,112.18,910,21.25,0.684,0.81,53.47,1.8,0.242,1.47,90.99
BAT012644,Samsung SDI,NMC,68.1,501,15.17,1.069,0.5,50.69,,0.861,2.56,85.82
BAT012645,Panasonic,NMC,89.82,612,17.79,1.126,0.523,52.01,1.7,0.168,0.78,88.91
BAT012646,LG Chem,NMC,65.11,390,27.38,1.687,0.644,40.83,5.9,0.27,2.26,90.76
BAT012647,Tesla,NMC,108.5,689,24.65,1.772,1.239,48.94,2.4,,0.8,91.54
BAT012648,Panasonic,NMC,80.09,748,-7.24,1.435,0.651,55.84,1.7,0.519,0.33,85.04
BAT012649,CATL,NMC,87.55,472,24.53,0.63,1.756,45.2,,0.161,,91.62
BAT012650,Samsung SDI,LFP,66.13,561,22.46,1.188,0.935,55.52,11.5,0.184,,88.86
BAT012651,LG Chem,NMC,,1217,31.18,0.5,0.5,43.29,5.0,0.343,,76.7
BAT012652,,NMC,80.02,1608,10.48,1.166,1.12,63.86,5.4,0.1,1.11,83.54
BAT012653,Panasonic,NMC,69.32,627,19.81,1.484,1.201,74.21,3.9,0.495,3.07,86.71
BAT012654,LG Chem,LFP,58.8,596,,0.5,1.303,83.24,3.3,0.211,0.49,93.92
BAT012655,Panasonic,NMC,71.44,309,16.85,0.5,1.13,66.14,0.3,0.094,0.9,97.01
BAT012656,Panasonic,NMC,70.15,977,17.43,0.89,0.636,55.35,6.7,0.138,0.25,89.99
BAT012657,BYD,NMC,88.04,659,21.37,0.996,1.444,54.02,0.9,0.153,5.5,86.07
BAT012658,Tesla,NMC,71.52,599,33.88,0.584,1.166,48.44,1.9,0.205,2.58,86.4
BAT012659,,NCA,46.18,684,27.82,0.5,1.817,89.49,0.9,0.284,2.34,83.58
BAT012660,BYD,LFP,84.69,721,17.56,0.5,0.5,62.08,0.5,0.47,6.37,79.23
BAT012661,Panasonic,NMC,94.4,,24.41,0.535,0.725,38.78,4.0,0.439,1.44,85.73
BAT012662,CATL,LFP,50.01,422,22.54,0.787,1.075,65.89,2.6,0.401,0.92,91.15
BAT012663,CATL,NMC,102.07,926,28.15,1.069,0.818,57.89,8.0,0.092,1.48,85.98
BAT012664,CATL,NMC,95.95,1818,46.61,,0.64,76.31,1.7,0.165,0.48,74.62
BAT012665,LG Chem,NMC,,50,26.37,1.09,0.97,41.6,,0.323,3.02,98.15
BAT012666,Panasonic,LFP,58.24,960,22.75,1.54,0.599,89.2,0.6,0.177,3.92,84.83
BAT012667,BYD,NMC,90.79,411,34.26,0.5,1.001,51.38,5.1,0.246,3.58,88.37
BAT012668,BYD,NMC,54.46,433,24.7,0.703,1.197,62.23,5.2,0.278,1.94,90.15
BAT012669,Panasonic,NMC,64.97,733,20.62,1.277,0.966,58.15,4.8,0.108,5.8,85.67
BAT012670,Tesla,NMC,55.27,777,32.42,2.054,0.5,61.77,7.6,0.557,5.52,78.29
BAT012671,Tesla,LFP,75.09,787,29.13,1.272,1.906,61.87,3.2,0.263,0.24,93.43
BAT012672,Tesla,LFP,96.98,155,18.63,1.806,1.165,72.19,1.7,0.03,2.19,96.56
BAT012673,CATL,LFP,80.62,1024,-2.58,0.622,0.727,70.73,5.8,,1.94,85.69
BAT012674,Tesla,LFP,90.27,1999,28.78,1.481,0.728,43.13,3.9,0.491,0.68,75.58
BAT012675,Panasonic,NCA,69.72,1053,21.95,1.252,1.409,83.82,2.6,0.435,1.58,
BAT012676,BYD,NMC,76.46,803,25.3,0.5,1.445,50.08,3.3,0.273,4.98,83.09
BAT012677,Panasonic,,56.6,681,33.28,1.859,0.938,68.52,4.9,0.196,12.0,74.37
BAT012678,,NMC,73.55,555,18.33,1.448,1.067,59.85,2.5,0.487,0.87,87.51
BAT012679,BYD,NMC,63.81,1229,17.13,1.869,1.037,63.01,7.4,0.402,3.35,81.61
BAT012680,Panasonic,NMC,72.6,664,15.23,0.5,1.602,60.83,0.3,0.263,0.25,91.38
BAT012681,BYD,NMC,71.56,609,40.42,0.654,1.286,42.65,0.1,0.498,0.42,83.02
BAT012682,,NMC,70.28,411,38.21,1.79,0.866,50.97,4.9,0.135,6.37,82.37
BAT012683,LG Chem,NMC,106.61,1274,29.7,1.177,1.45,62.59,4.0,0.099,0.45,84.99
BAT012684,Panasonic,NCA,101.51,1389,11.51,1.572,1.584,76.85,4.4,0.466,0.18,
BAT012685,LG Chem,NMC,96.24,,15.03,1.056,,64.94,0.3,0.262,1.25,82.84
BAT012686,Samsung SDI,NMC,101.93,781,29.92,2.081,1.293,50.11,0.6,0.285,0.6,89.09
BAT012687,CATL,LFP,96.29,886,27.81,1.28,1.215,57.22,0.3,0.06,0.29,89.41
BAT012688,Tesla,NMC,74.66,590,23.1,0.965,1.062,68.39,1.4,0.239,0.46,92.89
BAT012689,CATL,NMC,73.13,416,15.54,0.5,1.254,,2.6,0.063,7.08,87.32
BAT012690,LG Chem,NMC,78.53,868,32.39,0.85,0.96,40.86,1.0,,0.94,82.44
BAT012691,CATL,LFP,71.84,790,37.54,,0.525,,4.9,0.136,4.34,84.16
BAT012692,BYD,LFP,59.4,991,28.07,0.939,1.19,46.55,6.5,0.403,3.48,84.77
BAT012693,,LFP,79.45,462,19.71,1.102,1.172,67.44,1.6,0.447,0.65,89.27
BAT012694,,NMC,51.51,381,35.67,1.903,0.5,41.73,2.2,0.236,2.19,86.12
BAT012695,,NMC,77.06,398,26.18,1.708,1.12,58.91,0.6,0.304,1.31,90.37
BAT012696,CATL,NMC,60.08,689,36.41,0.63,0.752,59.44,0.3,0.268,5.05,81.88
BAT012697,Tesla,NCA,73.78,132,22.49,0.824,1.397,61.0,1.1,0.645,4.7,87.93
BAT012698,BYD,LFP,77.87,897,39.43,0.5,1.777,46.77,13.7,0.405,1.58,85.99
BAT012699,Samsung SDI,NMC,,,21.86,0.752,1.219,50.04,1.3,0.547,4.93,82.31
BAT012700,Tesla,LFP,50.39,718,20.37,1.606,,66.01,0.7,,2.07,90.05
BAT012701,LG Chem,NMC,57.18,850,30.8,0.753,1.044,59.16,2.1,0.154,,91.35
BAT012702,Panasonic,NCA,81.87,980,24.49,2.04,0.966,54.66,3.7,0.166,1.12,85.69
BAT012703,BYD,LFP,66.64,844,27.71,0.934,1.043,70.92,6.0,0.272,1.29,85.15
BAT012704,BYD,NMC,83.41,1700,17.87,0.5,0.886,51.11,4.7,0.277,0.98,
BAT012705,Tesla,LFP,,467,18.0,0.66,0.654,50.99,7.5,0.086,1.82,
BAT012706,BYD,NMC,72.03,640,2.28,0.5,1.579,68.13,0.6,0.274,1.04,90.66
BAT012707,Tesla,NMC,80.21,825,27.51,0.967,0.874,78.97,2.2,0.635,0.1,86.54
BAT012708,BYD,LFP,64.88,1671,19.55,0.5,1.225,28.15,0.7,0.068,0.65,84.24
BAT012709,LG Chem,NMC,81.01,543,32.48,1.473,0.5,63.53,0.3,0.765,2.24,83.02
BAT012710,Panasonic,NMC,68.71,579,24.25,1.748,1.281,76.44,0.0,,2.7,86.78
BAT012711,Tesla,LFP,113.04,,36.95,1.224,0.893,52.0,2.8,0.328,0.53,90.14
BAT012712,Tesla,LFP,57.99,553,17.64,1.071,1.098,53.19,1.8,0.656,0.9,86.24
BAT012713,CATL,NMC,69.64,167,42.68,0.94,1.316,54.77,1.1,0.327,2.46,90.66
BAT012714,CATL,NMC,70.25,869,28.21,0.876,1.076,63.18,6.9,0.082,0.87,83.36
BAT012715,Tesla,LFP,54.72,1446,26.9,0.731,0.701,37.26,5.7,0.081,1.89,85.55
BAT012716,Tesla,NMC,85.89,323,24.66,0.5,,50.23,8.2,0.191,2.08,91.43
BAT012717,Tesla,NCA,68.57,849,30.93,0.5,1.011,33.29,8.9,0.121,1.03,84.17
BAT012718,BYD,NMC,40.0,408,16.35,,1.127,35.55,5.5,0.061,0.96,94.14
BAT012719,BYD,NMC,85.43,,26.98,1.17,1.555,80.63,6.9,0.154,2.16,89.64
BAT012720,Tesla,NMC,65.46,376,18.1,0.5,0.799,,7.0,0.151,5.51,84.07
BAT012721,CATL,NMC,73.43,540,20.95,0.509,1.031,53.78,10.5,0.359,4.22,86.15
BAT012722,Tesla,LFP,85.15,737,26.88,0.5,0.86,49.69,3.3,0.417,0.87,
BAT012723,Samsung SDI,NMC,69.53,1120,31.64,0.5,1.552,65.46,5.0,0.343,0.7,82.81
BAT012724,Samsung SDI,NMC,69.41,591,,0.528,1.591,57.69,4.9,0.114,0.86,94.21
BAT012725,CATL,LFP,111.97,605,36.56,0.5,0.5,49.58,0.2,0.176,3.05,85.29
BAT012726,Samsung SDI,NMC,42.69,1331,32.02,1.165,1.423,20.8,1.1,0.332,0.94,78.27
BAT012727,BYD,,55.71,544,25.3,1.22,1.099,53.04,,0.576,2.89,
BAT012728,BYD,,58.62,117,17.53,0.5,1.088,62.29,0.7,0.281,0.1,94.97
BAT012729,CATL,NMC,101.84,1628,35.7,1.586,1.141,47.44,1.7,0.257,2.21,77.9
BAT012730,Panasonic,NMC,65.33,478,28.24,0.5,0.809,58.56,2.0,0.315,0.42,92.22
BAT012731,Panasonic,NMC,78.6,593,28.23,0.5,1.083,34.21,5.6,0.244,1.39,86.78
BAT012732,Panasonic,NMC,67.89,663,20.26,1.487,1.086,45.76,0.5,0.303,2.22,88.1
BAT012733,CATL,LFP,,980,,1.007,0.545,67.22,6.4,0.048,0.26,92.41
BAT012734,Tesla,NMC,74.81,690,20.62,1.104,0.646,41.77,9.4,0.69,0.58,82.81
BAT012735,Panasonic,LFP,78.8,285,33.51,1.166,0.5,41.42,1.3,0.107,1.26,95.89
BAT012736,LG Chem,,94.31,427,33.68,1.343,0.5,49.15,12.8,0.51,1.02,88.95
BAT012737,Panasonic,NMC,81.6,,23.93,0.932,0.707,60.39,0.9,0.188,4.41,87.3
BAT012738,CATL,NMC,63.97,255,20.9,1.325,1.0,38.93,10.0,0.28,3.02,91.54
BAT012739,Samsung SDI,NMC,79.68,257,30.54,1.656,0.5,72.4,0.9,0.648,1.54,88.19
BAT012740,BYD,NMC,111.28,549,29.56,1.212,1.477,31.35,2.8,0.214,1.81,94.26
BAT012741,CATL,NCA,83.47,1835,16.84,0.806,1.05,71.7,7.3,0.115,7.04,69.2
BAT012742,CATL,LFP,77.28,,22.96,0.815,0.532,42.75,8.7,0.351,,90.24
BAT012743,,NCA,54.44,,40.35,0.5,0.5,58.4,2.0,0.26,0.5,78.58
BAT012744,Tesla,LFP,85.87,1022,24.94,0.861,1.413,23.43,0.2,0.052,0.49,91.46
BAT012745,Samsung SDI,NMC,88.08,190,26.65,1.478,0.742,76.44,2.9,0.035,1.43,93.95
BAT012746,Panasonic,NMC,79.69,1370,45.25,0.5,1.005,59.01,14.4,0.06,,79.7
BAT012747,Tesla,NMC,76.71,469,44.14,1.3,1.633,57.0,10.0,0.023,1.48,88.43
BAT012748,BYD,LFP,117.49,635,30.36,0.5,1.014,56.91,5.2,0.506,3.75,86.54
BAT012749,Tesla,NCA,87.83,779,2.56,1.075,,47.51,0.2,0.852,1.61,79.59
BAT012750,Panasonic,NMC,93.6,1588,32.88,0.987,,78.35,0.2,0.051,,78.66
BAT012751,Tesla,NMC,76.0,761,,1.236,0.967,54.16,8.4,0.155,6.35,83.41
BAT012752,Tesla,NMC,73.03,662,27.48,1.278,0.536,75.54,4.2,0.634,3.67,85.31
BAT012753,Tesla,LFP,84.48,417,26.47,1.576,0.734,,0.8,0.221,0.49,95.39
BAT012754,Tesla,NCA,73.01,494,15.08,0.598,1.173,46.46,8.6,0.524,6.1,78.29
BAT012755,CATL,NMC,74.24,1819,23.13,1.83,0.713,37.67,1.2,0.67,4.17,65.31
BAT012756,BYD,NMC,81.95,,27.76,0.5,0.545,54.53,1.6,0.052,0.34,89.09
BAT012757,Panasonic,NMC,67.31,916,25.35,1.923,0.5,90.0,14.1,0.16,1.14,87.83
BAT012758,BYD,NMC,78.31,202,24.83,,0.93,69.4,2.5,0.171,4.96,
BAT012759,Panasonic,LFP,76.2,468,,2.292,,50.2,0.7,0.326,0.15,93.55
BAT012760,Panasonic,NMC,89.51,52,21.74,1.466,1.146,62.56,6.7,0.243,3.11,93.47
BAT012761,Tesla,LFP,,499,39.27,1.56,1.387,62.46,3.5,0.456,4.34,83.91
BAT012762,CATL,NMC,45.0,264,27.3,1.083,1.188,71.38,1.6,0.55,8.26,
BAT012763,LG Chem,,70.34,636,27.17,0.941,0.5,72.58,3.0,0.384,3.72,85.2
BAT012764,CATL,NMC,,485,15.71,1.376,0.908,63.09,3.6,0.54,0.23,88.14
BAT012765,BYD,LFP,89.46,539,,0.5,1.12,90.0,1.5,0.472,0.44,26.2
BAT012766,CATL,LFP,64.61,389,21.3,1.018,1.371,45.21,1.0,0.285,3.08,90.96
BAT012767,CATL,NMC,83.13,610,24.78,1.648,1.745,34.14,6.8,0.311,4.96,81.27
BAT012768,Samsung SDI,NMC,,119,22.75,0.527,0.851,78.45,2.1,0.572,6.06,87.64
BAT012769,Panasonic,NMC,86.27,1125,20.68,1.727,0.985,54.7,3.0,0.291,0.31,85.36
BAT012770,Panasonic,NMC,63.14,667,23.4,1.972,1.641,52.99,0.2,,1.46,87.33
BAT012771,BYD,LFP,64.75,357,7.55,0.5,0.5,37.17,0.7,0.206,0.35,96.68
BAT012772,CATL,NMC,81.53,452,29.17,,0.5,48.72,1.0,0.059,0.1,
BAT012773,Tesla,NMC,99.38,792,30.64,1.133,1.207,,9.2,,,90.16
BAT012774,Panasonic,LFP,75.21,479,28.49,0.914,,65.87,1.4,0.424,1.67,88.73
BAT012775,LG Chem,NMC,72.52,1885,30.99,0.5,0.674,52.61,7.3,0.338,0.1,
BAT012776,LG Chem,NMC,54.46,966,30.5,0.806,0.915,81.62,2.6,0.262,1.53,82.18
BAT012777,Tesla,NMC,69.54,784,16.01,1.587,1.209,82.44,1.8,0.156,4.86,86.57
BAT012778,Samsung SDI,LFP,64.27,134,35.45,1.751,1.952,53.98,0.1,0.359,0.8,91.11
BAT012779,BYD,LFP,75.41,829,31.08,1.712,1.15,78.55,0.4,0.337,1.34,86.82
BAT012780,LG Chem,NMC,52.31,1466,11.64,,1.107,37.4,5.0,0.278,2.71,79.55
BAT012781,CATL,LFP,70.07,585,19.68,1.306,1.16,60.45,1.7,0.214,1.75,93.49
BAT012782,Samsung SDI,NMC,59.87,661,,1.566,1.385,65.88,13.6,0.538,0.26,87.33
BAT012783,Tesla,LFP,89.1,1050,28.04,1.294,0.83,34.95,3.4,0.451,0.49,85.66
BAT012784,Panasonic,NCA,62.11,83,21.26,1.538,1.121,54.68,5.0,0.096,3.92,89.12
BAT012785,CATL,LFP,66.41,519,,1.251,1.724,60.98,10.0,0.072,1.3,97.0
BAT012786,BYD,LFP,,716,-4.57,0.712,1.315,45.52,6.4,0.431,5.97,85.27
BAT012787,Tesla,NMC,68.19,506,35.11,0.567,0.867,44.89,1.5,,0.24,88.82
BAT012788,Samsung SDI,LFP,110.39,824,18.3,1.595,1.385,59.28,1.7,0.214,0.17,89.7
BAT012789,LG Chem,LFP,88.96,1513,28.21,0.684,1.081,64.92,0.6,0.311,2.22,83.3
BAT012790,Panasonic,NMC,75.26,1059,37.79,0.983,0.734,44.63,1.8,0.3,1.62,83.66
BAT012791,Panasonic,LFP,80.52,665,18.6,1.483,0.86,89.39,,0.466,1.19,88.35
BAT012792,Tesla,NCA,40.0,711,31.78,0.735,1.148,53.18,5.0,0.143,0.23,87.67
BAT012793,BYD,,93.48,553,23.82,1.415,,38.31,4.4,0.576,8.09,80.46
BAT012794,Samsung SDI,NMC,82.68,589,18.41,0.964,2.005,47.26,2.5,0.386,6.77,80.87
BAT012795,LG Chem,LFP,73.9,780,35.6,1.711,0.586,82.33,1.4,0.44,5.36,78.91
BAT012796,Samsung SDI,LFP,83.49,255,22.0,1.899,1.503,64.57,1.9,0.054,0.49,95.71
BAT012797,BYD,NCA,85.32,526,23.95,0.5,0.987,70.24,1.7,0.133,0.1,94.39
BAT012798,LG Chem,LFP,68.75,607,22.52,0.56,0.703,52.49,0.8,0.337,,90.11
BAT012799,CATL,LFP,80.7,734,32.37,1.984,1.169,47.43,3.3,0.301,3.5,85.05
BAT012800,LG Chem,LFP,90.73,1246,31.88,0.851,0.523,57.46,3.3,0.188,0.21,84.7
BAT012801,,NMC,,514,19.81,1.633,1.385,47.84,1.6,0.558,1.28,85.43
BAT012802,,,71.21,579,25.81,0.751,0.978,89.57,,0.567,0.66,88.78
BAT012803,CATL,NMC,79.45,1591,27.58,0.505,0.979,45.44,3.8,0.015,,80.65
BAT012804,Tesla,NMC,95.73,395,31.83,1.291,0.506,58.63,0.9,0.313,0.1,93.48
BAT012805,BYD,NMC,86.76,513,20.75,0.771,1.282,66.0,3.9,0.395,3.17,86.67
BAT012806,BYD,NMC,57.55,730,34.68,0.92,0.86,26.88,9.7,0.078,2.63,84.19
BAT012807,Panasonic,NMC,83.8,151,30.7,0.781,0.795,59.03,0.6,0.104,0.29,94.1
BAT012808,Panasonic,NMC,81.81,1413,18.35,0.5,1.324,69.37,0.8,0.132,1.32,80.93
BAT012809,LG Chem,NMC,92.46,807,28.39,0.806,0.781,48.32,6.8,0.159,1.86,84.51
BAT012810,CATL,NMC,75.49,469,28.43,1.711,1.359,39.31,1.4,0.214,0.1,96.79
BAT012811,Panasonic,NMC,69.46,327,20.04,0.5,0.97,56.34,7.0,0.494,0.52,87.42
BAT012812,CATL,LFP,54.48,650,27.99,1.774,1.402,46.24,0.3,0.192,0.84,90.93
BAT012813,Panasonic,NCA,64.58,459,25.02,0.5,0.507,62.38,2.4,0.45,0.1,91.13
BAT012814,Tesla,LFP,93.12,495,14.28,1.317,0.777,40.15,1.7,0.191,3.17,92.44
BAT012815,Tesla,NMC,77.97,834,2.63,1.285,1.16,57.05,3.2,0.405,0.58,89.52
BAT012816,Tesla,LFP,73.5,680,48.07,0.777,0.999,48.97,2.5,0.346,3.61,81.94
BAT012817,BYD,NMC,94.43,714,24.13,0.5,1.174,75.58,1.1,0.074,0.35,89.73
BAT012818,Samsung SDI,NMC,91.34,1297,3.55,0.556,1.106,71.36,4.6,0.205,1.8,81.53
BAT012819,LG Chem,LFP,63.96,1147,17.81,0.5,1.563,52.11,8.2,0.414,1.28,83.61
BAT012820,LG Chem,LFP,93.01,722,20.81,0.924,0.973,45.24,1.5,0.287,0.74,89.02
BAT012821,Tesla,LFP,50.12,538,,1.154,0.818,31.84,3.0,0.443,,88.85
BAT012822,CATL,LFP,81.89,409,41.93,1.193,1.236,68.92,3.3,0.287,1.01,
BAT012823,Tesla,NMC,80.12,240,12.01,0.5,0.95,32.56,0.6,0.068,2.42,92.02
BAT012824,CATL,NCA,92.25,1007,25.4,0.562,0.651,59.12,4.2,0.218,0.98,83.66
BAT012825,Samsung SDI,LFP,80.72,424,38.08,0.5,0.5,38.52,0.1,0.225,0.43,93.46
BAT012826,Tesla,LFP,71.33,1057,26.39,0.5,1.385,62.65,1.8,0.259,0.1,89.94
BAT012827,BYD,LFP,,716,29.79,1.224,1.146,66.62,2.1,0.732,0.75,122.26
BAT012828,Tesla,NMC,115.4,680,23.81,0.5,1.091,41.49,,0.116,,88.97
BAT012829,Panasonic,NMC,76.24,584,28.61,1.134,,55.25,1.3,0.632,2.02,81.21
BAT012830,Tesla,NMC,83.96,658,35.12,1.076,0.728,38.86,5.9,,0.33,86.38
BAT012831,Panasonic,NMC,44.68,454,28.65,0.5,0.765,65.93,3.8,0.216,2.01,90.14
BAT012832,Tesla,NMC,62.59,,16.49,1.392,0.839,66.67,0.5,0.587,3.67,78.74
BAT012833,Panasonic,NMC,82.78,935,20.59,0.5,1.576,76.82,10.7,0.142,0.19,90.96
BAT012834,LG Chem,NCA,,793,30.41,1.275,0.763,56.08,7.9,0.496,2.48,80.12
BAT012835,Panasonic,,83.24,625,24.53,1.962,0.547,62.47,,0.235,0.66,90.66
BAT012836,CATL,LFP,64.12,784,21.18,1.32,1.058,53.35,1.4,0.041,0.17,92.51
BAT012837,Samsung SDI,NMC,59.49,1041,17.37,1.578,0.823,61.35,7.3,0.094,0.32,86.04
BAT012838,LG Chem,NMC,64.07,733,18.02,1.563,0.694,54.54,0.3,0.16,0.22,89.07
BAT012839,Tesla,LFP,97.91,1381,19.99,1.699,0.5,38.65,4.9,0.271,0.1,83.4
BAT012840,Panasonic,NMC,80.0,586,28.2,0.708,,38.23,3.6,,1.64,84.59
BAT012841,BYD,LFP,61.34,679,21.38,0.5,1.09,46.53,,0.258,1.14,89.49
BAT012842,CATL,NCA,86.63,551,26.25,0.774,0.649,41.28,6.9,0.378,0.82,85.57
BAT012843,LG Chem,NMC,87.45,845,26.1,0.847,0.549,75.43,8.0,0.113,2.06,86.11
BAT012844,Tesla,LFP,69.28,586,30.38,1.531,1.029,45.79,0.8,0.236,1.84,87.2
BAT012845,LG Chem,NMC,89.39,1746,19.25,0.977,1.066,56.57,0.8,0.044,0.16,83.8
BAT012846,Panasonic,LFP,90.1,525,36.31,0.731,1.278,65.41,1.3,0.257,4.35,86.87
BAT012847,Samsung SDI,NMC,87.77,512,12.69,0.5,1.006,57.52,0.2,0.27,,90.11
BAT012848,Samsung SDI,NMC,64.89,841,22.72,0.717,0.5,59.51,1.3,0.513,0.25,84.08
BAT012849,Tesla,LFP,57.31,405,22.03,0.5,0.772,36.24,9.8,0.514,0.1,90.67
BAT012850,LG Chem,LFP,49.61,742,19.47,0.804,0.889,39.86,2.3,0.594,0.59,86.99
BAT012851,Panasonic,LFP,65.17,255,9.57,0.5,1.453,39.97,0.0,0.044,2.44,94.77
BAT012852,LG Chem,NMC,69.48,721,33.49,1.999,1.54,,1.6,0.567,3.2,83.07
BAT012853,BYD,LFP,70.7,787,30.81,0.776,1.105,24.72,,0.063,0.85,88.55
BAT012854,,LFP,74.29,720,28.49,0.86,1.223,57.3,3.9,0.115,7.51,86.79
BAT012855,Panasonic,NCA,100.99,571,19.92,1.809,0.584,40.97,3.1,0.314,0.7,88.49
BAT012856,Panasonic,NCA,69.91,489,21.46,0.675,1.242,37.51,0.1,0.185,1.29,89.09
BAT012857,BYD,LFP,74.27,702,22.65,0.83,0.5,37.99,1.1,0.342,0.1,91.93
BAT012858,CATL,LFP,47.74,986,23.32,1.586,1.518,64.88,0.9,,5.49,87.2
BAT012859,LG Chem,LFP,108.42,378,30.57,0.979,0.898,60.48,3.4,,5.37,84.73
